idx,songname,writer,Songname
4324,泸卅老窖美,37218745,LJM
4325,回味,Gx丶黑白,HW
4326,夏夜,诗,XY
4327,雪绒花C调,花渡,XRHCD
4328,小汤4.5.7(烟草拍卖商),约翰 . 汤普森,XT4_5_7_YCPMS_
4329,G小调阿尔曼德 考级,巴赫,GXDAEMD_KJ
4330,口袋的天空,张韶涵,KDDTK
4331,Kanashimi wo Yasashisa ...,火影忍者,Kanashimi_wo_Yasashisa____
4332,KON Tsubasa wo kudasai,游戏,KON_Tsubasa_wo_kudasai
4333,我想我是海,黄磊,WXWSH
4334,重来,米俊乐,ZL
4335,Alone,Raul Di Blasio,Alone
4336,Summer rainbow ,全秀妍,Summer_rainbow_
4337,he knows my name,Yiruma,He_knows_my_name
4338,《小奏鸣曲》之二,游戏,XZMQ_ZE
4339,红旗颂,HD,HQS
4340,Chi Mai (Who Ever),Ennio Morricone,Chi_Mai__Who_Ever_
4341,雪千寻,千与千寻,XQX
4342,哈农1、2、4、5指基本练习,哈农,HN1_2_4_5ZJBLX
4343,03 Song From A Secret Garden（神秘园之歌钢琴谱全集）,神秘园,Song_From_A_Secret_Garden_SMYZGGQPQJ_
4344,美しき残酷な世界,进击的巨人,M__CK_SJ
4345,妖精的尾巴ost,动漫影视,YJDWBost
4346,跟我做操,佚名,GWZC
4347,植物大战僵尸背景音乐僵王博士的复仇,xxx,ZWDZJSBJYLJWBSDFC
4348,两只蝴蝶,庞龙,LZHD
4349,拉德斯基进行曲,约翰·斯特劳斯,LDSJJXQ
4350,【东京.种东京食尸鬼】OP-------Unravel,TK from 凛として时雨,DJ_ZDJSSG_OP_______Unravel
4351,初次尝到寂寞,邓丽君,CCCDJM
4352,超级练习曲,李斯特,CJLXQ
4353,中国民歌儿童钢琴曲集102首(024 When do the pagoda trees Blossom),未知,ZGMGETGQQJ102S_024_When_do_the_pagoda_trees_Blossom_
4354,节日欢歌,印青,JRHG
4355,梦幻模拟战 - Langrisser 5《Λ-052(LAMBDA)》,游戏,MHMNZ___Langrisser_5___052_LAMBDA__
4356,魔法密林（Magic Woods）,游戏,MFML_Magic_Woods_
4357,西街的哀愁 《西街少年》哀伤钢琴配乐,动漫影视,XJDAC__XJSN_ASGQPL
4358,家有儿女,家有儿女,JYEN
4359,小棕兔（趣味钢琴技巧里的谱）,车尔尼,XZT_QWGQJQLDP_
4360,Jai Ho（贫民窟的百万富翁片尾曲，钢琴版）,未知,Jai_Ho_PMKDBWFWPWQ_GQB_
4361,黄河愤,殷承宗,HHF
4362,牧童的歌 考级,李重光,MTDG_KJ
4363,東京喰種 OP1,Animenz,JXN_OP1
4364,小步舞曲-涂若望同学版,莫扎特,XBWQ_TRWTXB
4365,她的情人节,文武贝,TDQRJ
4366,蒲公英的约定（选自2007年专辑《我很忙》）,周杰伦,PGYDYD_XZ2007NZJ_WHM__
4367,《四季》之七月－刈者之歌 Song of the Reapers,柴科夫斯基-Peter Ilyich Tchaikovsky,SJ_ZQY__ZZG_Song_of_the_Reapers
4368,《相思雨》（一）,林文信,XSY__Y_
4369,流行和声尝试（附和弦标记）,键与弦,LXHSCS_FHXBJ_
4370,红灯记选段,殷诚忠,HDJXD
4371,Chopin - Prelude in C sharp minor （ Op. 45 ）,肖邦,Chopin___Prelude_in_C_sharp_minor___Op__45__
4372,Feather Theme,未知分类,Feather_Theme
4373,fragile dream,灵韵,Fragile_dream
4374,做有责任的中国人――江西师大附中校歌,傅樯,ZYZRDZGRDDJXSDFZXG
4375,卡农蝴蝶,帕赫贝尔-Pachelbel,KNHD
4376,May be-Yiruma 添加版,李闰珉,May_be_Yiruma_TJB
4377,洋娃娃与小熊跳舞练习曲,xf,YWWYXXTWLXQ
4378,八度练习曲,米俊乐,BDLXQ
4379,HA MANG YUN 何茫然,大长今,HA_MANG_YUN_HMR
4380,狮子座 演奏版,曾轶可,SZZ_YZB
4381,纯パラドックス,水树奈奈,C______
4382,我和你-苗波版,刘欢,WHN_MBB
4383,父子情深【父H提前l】,jerry5743,FZQS_FHTQl_
4384,美丽的神话,韩红/孙楠,MLDSH
4385,拜厄钢琴基本教程-F大调音阶,拜厄,BEGQJBJC_FDDYJ
4386,降D大调夜曲-遗弃的旋律,升c小调,JDDDYQ_YQDXL
4387,小赋格曲II,陈干,XFGQII
4388,#21 Rondo - After Rain -- Sunny,AlfredAria,Rondo___After_Rain____Sunny
4389,Never give up,xiangruan,Never_give_up
4390,被遗忘的旋律,tianqi920131,BYWDXL
4391,With lonesome and clam mind 秋之回忆雨后,秋之回忆雨后,With_lonesome_and_clam_mind_QZHYYH
4392,写给海洋,未知分类,XGHY
4393,昆仑境,陈干,KLJ
4394,最終幻想 6 (Final Fantasy VI) - The Wedding Waltz Duel D,植松伸夫 (Nobuo Uematsu),ZKHX_6__Final_Fantasy_VI____The_Wedding_Waltz_Duel_D
4395,《神秘园之歌》钢琴谱全集(11 Chaconne),神秘园,SMYZG_GQPQJ_11_Chaconne_
4396,洋娃娃与小熊跳舞小合奏,动漫影视,YWWYXXTWXHZ
4397,门德尔松小提琴协奏曲第一乐章主题片段,门德尔松,MDESXTQXZQDYLZZTPD
4398,Piano Sonata No. 2 Reminiscences of AIR,K.Kuroya,Piano_Sonata_No__2_Reminiscences_of_AIR
4399,暮秋的海边,Chopinist,MQDHB
4400,蓝宝石之谜里NEMO弹的曲子,动漫影视,LBSZMLNEMODDQZ
4401,D大调卡农,卡农,DDDKN
4402,过河（二人转）初次尝试,舞剧其他,GH_ERZ_CCCS
4403,明日晴れるかな,桑田佳佑,MRQ____
4404,好听,许茹芸,HT
4405,哪时此刻 （ot一加一）,胡杏儿,NSCK__otYJY_
4406,C大调前奏曲--江南雨,成行,CDDQZQ__JNY
4407,爱的誓言-blueman版,理查德·克莱德曼,ADSY_bluemanB
4408,飞蛾的葬礼,嗜血的蝴蝶姬Y,FEDZL
4409,火影忍者插曲-凤鸣版,火影忍者,HYRZCQ_FMB
4410,解放进行曲【纪念高考后解放】,文武贝,JFJXQ_JNGKHJF_
4411,小夜曲,舒伯特,XYQ
4412,巴黎在下雨,prisca,BLZXY
4413,火焰纹章(游戏) 主题曲,游戏,HYWZ_YX__ZTQ
4414,旅人1970,东方,LR1970
4415,阿尔坎Op.39 No.12 变奏曲,Charles-Valentin Alkan,AEKOp_39_No_12_BZQ
4416,Koi oto no Amazora,AAA,Koi_oto_no_Amazora
4417,黄河船夫曲,殷承宗,HHCFQ
4418,孤枕难眠,周华健,GZNM
4419,全心赞美With All My Heart,未知分类,QXZMWith_All_My_Heart
4420,八度练习,白鹤仙郎,BDLX
4421,幻想曲,流氓,HXQ
4422,塔兰泰拉幻想曲,心兰,TLTLHXQ
4423,两个世界,飞腾哈哈,LGSJ
4424,A Distant Shade Of Green,Kevin Kern,A_Distant_Shade_Of_Green
4425,匈牙利人,豪塞饵,XYLR
4426,升C大调冥思曲,追梦人,SCDD_SQ
4427,燕子花 - Swallow Flower,冬季恋歌,YZH___Swallow_Flower
4428,复活,怖怖,FH
4429,11eyes―艋帽,游戏,EyesD_M
4430,英雄传说4朱红的泪主题变奏曲,动漫影视,YXCS4ZHDLZTBZQ
4431,say  anything,X-JAPAN,Say__anything
4432,芳菲何处-Do You Know,理查德·克莱德曼,FFHC_Do_You_Know
4433,sigma,神秘园乐队,Sigma
4434,最后的战役,嘉勇,ZHDZY
4435,地狱少女.优しい莩证,动漫影视,DYSN_Y___Z
4436,青花瓷即兴,周杰伦,QHCJX
4437,秋日私语,塞内维尔,QRSY
4438,跳音练习曲,jerry5743,TYLXQ
4439,弦乐四重奏,sbblbb,XLSZZ
4440,巴蜀之画组曲（六）,黄虎威,BSZHZQ_L_
4441,野地里有牧羊人,亨德尔,YDLYMYR
4442,威尼斯恋人,韩日剧,WNSLR
4443,华沙协奏曲,理查德·克莱德曼,HSXZQ
4444,爱情买卖,慕容晓晓,AQMM
4445,儿时记忆,葬礼の华彩,ESJY
4446,李斯特超凡练习曲第二首,李斯特,LSTCFLXQDES
4447,绝望先生插曲Zetsubou no Minuet,动漫影视,JWXSCQZetsubou_no_Minuet
4448,Dark Knight,动漫影视,Dark_Knight
4449,小曲,拜厄,XQ
4450,绮想旋曲,贝多芬-beethoven,XXQ
4451,我的歌声里,曲婉婷,WDGSL
4452,Baby Don't cry（EXO，演奏版）,EXO,Baby_Don_t_cry_EXO_YZB_
4453,小步舞曲（巴赫初级钢琴曲全集01）,巴赫,XBWQ_BHCJGQQQJ01_
4454,无字碑（武媚娘传奇 主题曲）,张靓颖,WZB_WMNCQ_ZTQ_
4455,逍遥（新笑傲江湖主题曲，独奏版）,霍建华,Y_XXAJHZTQ_DZB_
4456,如果有你在（柯南主题曲）,名侦探柯南,RGYNZ_KNZTQ_
4457,The Truth That You Leave（你离开的真相，钢琴版）,Pianoboy,The_Truth_That_You_Leave_NLKDZX_GQB_
4458,The Beginning（优酷最火视频 流浪汉弹钢琴）,Ryan,The_Beginning_YKZHSP_LLHDGQ_
4459,清明雨上（钢琴版，许嵩）,许嵩,QMYS_GQB_X__
4460,东京食尸鬼 OP - Unravel,凛として时雨,DJSSG_OP___Unravel
4461,伤信（Tegami 也叫手纸 西村由纪江）,西村由纪江,SX_Tegami_YJSZ_XCYJJ_
4462,小星星（伴奏版）,未知,XXX_BZB_
4463,三寸天堂（简单完美版）,严艺丹,SCTT_JDWMB_
4464,三寸天堂（步步惊心片尾曲，钢琴谱）,严艺丹,SCTT_BBJXPWQ_GQP_
4465,小红帽,未知,XHM
4466,植物大战僵尸（Plants VS Zombies （Night））,未知,ZWDZJS_Plants_VS_Zombies__Night__
4467,哇哈哈,小蓓蕾组合,WHH
4468,You [寒蝉鸣泣之时],动漫影视,You__HCMQZS_
4469,练习曲（OP.37 NO.10） 考级,莱蒙,LXQ_OP_37_NO_10__KJ
4470,天黑黑,孙燕姿,THH
4471,杯底不可饲金鱼（Jr回来啦）,jerry5743,BDBKSJY_JrHLL_
4472,傻子乱舞(齐少凡&钢琴叫兽)(纯属娱乐),齐少凡,SZLW_QSF_GQJS__CSYL_
4473,再见了亲爱的（演唱版）,琳琅,ZJLQAD_YCB_
4474,香草把噗,南拳妈妈,XCB_
4475,久石让 原版 《幽灵公主》,久石让,JSR_YB__YLGZ_
4476,与泪抱拥,陈慧娴,YLBY
4477,（双钢琴） 四季之冬,维瓦第,SGQ__SJZD
4478,白十字海之英雄-最强宾克斯！,吴大鹏,BSZHZYX_ZQBKS_
4479,Gracefully,Giovanni Marradi- (乔瓦尼),Gracefully
4480,Night Sky（总谱制作）,Ku.Klux.Klan,Night_Sky_ZPZZ_
4481,无色,名侦探柯南,WS
4482,春天圆舞曲,等待天堂的泪,CTYWQ
4483,e小调分解和弦 考级,考级曲目,EXDFJHX_KJ
4484,人生如梦,梦的世界,RSRM
4485,小路,世界名曲,XL
4486,北京石油学院学生之歌,瞿希贤,BJSYXYXSZG
4487,Ti Amero,IL DIVO,Ti_Amero
4488,丝路行,梁静茹,SLX
4489,农村新歌（双钢琴）其四,殷承宗,NCXG_SGQ_QS
4490,收藏永远――毕业歌曲,兰田日暖,SCYYDDBYGQ
4491,《O》-Coldplay,Coldplay,O__Coldplay
4492,千手观音,综艺其他,QSGY
4493,明月（几时有）钢琴独奏,影视,MY_JSY_GQDZ
4494,威廉古堡（选自2001年专辑《范特西 Fantasy》）,周杰伦,WLGB_XZ2001NZJ_FTX_Fantasy__
4495,Alejandro,Lady GaGa,Alejandro
4496,冬之恋,我不是肖邦,DZL
4497,Rissa mento,Tomi_Enn,Rissa_mento
4498,leaves on the seine,David Lanz,Leaves_on_the_seine
4499,献给孩子们（sz42-3，巴托克）,巴托克,XGHZM_sz42_3_BTK_
4500,酸酸甜甜就是我（张含韵）,张含韵,SSTTJSW_ZHY_
4501,小夜曲,莫扎特,XYQ
4502,凉宫春日的忧郁-插曲,动漫影视,LGCRDYY_CQ
4503,eれ～悲しみ - 恋空 サウンドトラック,动漫影视,E__B_____LK_________
4504,卡农（铃声）,张,KN_LS_
4505,为爱而生,五月天,WAES
4506,稻草人-绝代双骄的主题曲,林志颖,DCR_JDSJDZTQ
4507,凉宫春日的忧郁-插曲（四手车尔尼版）,车尔尼,LGCRDYY_CQ_SSCENB_
4508,唯一的记忆,雅尼,WYDJY
4509,军队进行曲 简易版 带指法,舒伯特,JDJXQ_JYB_DZF
4510,春天奏鸣曲（Op.24）第三乐章（贝多芬）,贝多芬,CTZMQ_Op_24_DSLZ_BDF_
4511,小城故事,邓丽君,XCGS
4512,拜厄钢琴基本教程第055条,《拜厄》钢琴基本教程,BEGQJBJCD055T
4513,秋思,chk,QS
4514,那年夏天宁o的海,王心凌,NNXTNoDH
4515,相思染（龚琳娜）,龚琳娜,XSR_GLN_
4516,D大调音阶 考级,考级曲目,DDDYJ_KJ
4517,斗牛士与安德鲁斯,安.鲁宾斯坦,DNSYADLS
4518,#c小调前奏曲,拉赫马尼若夫,CXDQZQ
4519,望江南（钢琴+古筝） ,未知,WJN_GQ_G___
4520,奔向圣城,耶酥,BXSC
4521,第九夜 (钢琴版),李玟,DJY__GQB_
4522,星之卡比 - 毛髡f - Green Greens,动漫影视,XZKB___M_f___Green_Greens
4523,我和你（2008北京奥运主题曲，钢琴演奏完整版）,未知,WHN_2008BJAYZTQ_GQYZWZB_
4524,山神祭,ketsu,SSJ
4525,降A小调钢琴协奏曲,peterkingily,JAXDGQXZQ
4526,Night of Knights-十六夜咲夜 ,太田顺也,Night_of_Knights_SLYDY_
4527,玛丽有只小羊羔-和弦分解,儿歌,MLYZXYG_HXFJ
4528,卡农-stvenLi版,帕赫贝尔-Pachelbel,KN_stvenLiB
4529,天空之城,久石让,TKZC
4530,为你流的泪,侯湘婷,WNLDL
4531,【罗小黑战记】BGM.01 嘿咻布鲁斯,北京寒木春华动画技术有限公司,LXHZJ_BGM_01_H_BLS
4532,一个小心愿,邓丽君,YGXXY
4533,我不知道（演奏版）,shadow7,WBZD_YZB_
4534,Black LoveStory,EIGHTH,Black_LoveStory
4535,Light,W-inds,Light
4536,宋词,宇文宣德,SC
4537,圣神的风圣神的雨,颠覆音乐,SSDFSSDY
4538,不能说的秘密-(演奏版),周杰伦,BNSDMM__YZB_
4539,三级II 盼红军 四川民歌 黎英海编曲,黎英海编曲,SJII_PHJ_SCMG_LYHBQ
4540,宠物小精灵 - EP - M48,宠物小精灵,CWXJL___EP___M48
4541,羽毛,王心凌,YM
4542,missing思念,leeyang521,MissingSN
4543,斯洛伐克民歌（朋基尼地方的婚礼歌，巴托克）,巴托克,SLFKMG_PJNDFDHLG_BTK_
4544,【魔法少女まどか☆マギカ】Sayakas theme,爱的战士虚渊玄,MFSN________Sayakas_theme
4545,C小调练习曲,清代皇帝,CXDLXQ
4546,《Lydia》飞儿乐团-伴奏谱,F.I.R,Lydia_FELT_BZP
4547,果てしなくhい空に,动漫影视,G____h_K_
4548,【|方幻想_】眠れる恐怖　～ Sleeping Terror,东方project,FHX__M__KB___Sleeping_Terror
4549,渔光曲,任光,YGQ
4550,天使在唱歌,S.H.E,TSZCG
4551,幸福不远（钢琴演奏版，郭书瑶）,郭书瑶,XFBY_GQYZB_GSY_
4552,恋色火花-雾雨魔理莎,东方project,LSHH_WYMLS
4553,逃离 - Set me free,Robbinn,TL___Set_me_free
4554,人间情多-《神医喜来乐》片尾主题曲,李殊,RJQD__SYXLL_PWZTQ
4555,《机动战士GUNDAM 00》插曲--Tomorrow,动漫影视,JDZSGUNDAM_00_CQ__Tomorrow
4556,遍插茱萸少一人,王志信,BC__SYR
4557,Yesterday -blueman版,Beattles,Yesterday__bluemanB
4558,意大利协奏曲 考级,巴赫,YDLXZQ_KJ
4559,巴蜀之画组曲（五）,黄虎威,BSZHZQ_W_
4560,相爱的可能性,孟庭苇,XADKNX
4561,大L今-思念,大长今,DLJ_SN
4562,Border of Life ,border of life,Border_of_Life_
4563,Kanon--想等风的太阳,KeySoundsLabel,Kanon__XDFDTY
4564,lost my music,动漫影视,Lost_my_music
4565,圣诞快乐,王小特,SDKL
4566,最后的晚餐,竹昔,ZHDWC
4567,泡泡堂小区背景音乐 -（改编版）,动漫影视,PPTXQBJYL___GBB_
4568,Colors / Dance 叶飞色舞（选自《Autumn.秋季》专辑）,George Winston.乔治.温斯顿,Colors___Dance_YFSW_XZ_Autumn_QJ_ZJ_
4569,法雅-《夜曲》,法雅,FY__YQ_
4570,拜厄幼儿钢琴教程No.97,拜厄,BEYEGQJCNo_97
4571,滴答-侃侃,侃侃,DD___
4572,约翰.汤普森简易钢琴教程1（小汤1）_11越过山坡,约翰 . 汤普森,YH_TPSJYGQJC1_XT1__11YGSP
4573,Trouble is a friend——困难是朋友,兰卡-Lenka,Trouble_is_a_friend__KNSPY
4574,《雪绒花》简单版,影视,XRH_JDB
4575,你不知道的事—伴奏谱（A调，适合男生演唱）,王力宏,NBZDDS_BZP_AD_SHNSYC_
4576,Hello World（分手大师 插曲）,周笔畅,Hello_World_FSDS_CQ_
4577,拜厄钢琴基本教程 NO.66（拜厄练习曲，第66条）,拜厄,BEGQJBJC_NO_66_BELXQ_D66T_
4578,说了再见（海洋天堂主题曲，鸠玖版，选自2010年专辑《跨时代》）,周杰伦,SLZJ_HYTTZTQ__JB_XZ2010NZJ_KSD__
4579,夜的钢琴曲五-C调简化版（极客钢琴学习机推荐曲目）,石进,YDGQQW_CDJHB_JKGQXXJTJQM_
4580,Nuvole Bianche.最美不过暮色初上（Ludovico Einaudi）,Ludovico Einaudi,Nuvole_Bianche_ZMBGMSCS_Ludovico_Einaudi_
4581,超级三连音,xxx,CJSLY
4582,你的我_ 我的你,游车河,NDW__WDN
4583,农夫之舞（巴托克）,巴托克,NFZW_BTK_
4584,一路有你,wizard0033,YLYN
4585,海猫鸣泣之时PC,动漫影视,HMMQZSPC
4586,布鲁赫第一小提琴协奏曲第三乐章主题,Bruch 布鲁赫,BLHDYXTQXZQDSLZZT
4587,G小调赋格,电琦爵士,GXDFG
4588,骷髅步伐――献给马勒,白鹤仙郎,BFDDXGML
4589,H20-降E大调钢琴奏鸣曲（第1乐章）,.伊dên,H20_JEDDGQZMQ_D1LZ_
4590,不做你的情人（蛋壳版）,冯曦妤,BZNDQR_DKB_
4591,箫独奏曲：兰沁,竹昔,DZQ_LQ
4592,说你也一样爱着我,张栋梁,SNYYYAZW
4593,摘星,动漫影视,ZX
4594,喜羊羊与灰太狼7（给快乐加油）, ,XYYYHTL7_GKLJY_
4595,夜色,邓丽君,YS
4596,毕节我的家乡,中国名曲,BJWDJX
4597,献给乐侠 Jazz Schubert,EdwardLeon,XGLX_Jazz_Schubert
4598,何日君再来,邓丽君,HRJZL
4599,我比想象中爱你,JS,WBXXZAN
4600,少女波尔卡,格拉纳.沙尔汀,SNBEK
4601,牛仔很忙-windtsao版,周杰伦,NZHM_windtsaoB
4602,Cantoluna,神秘园乐队,Cantoluna
4603,《相思雨》（弹唱版）,赵传,XSY__DCB_
4604,竹林深处,风泠青空,ZLSC
4605,拉拉主题,理查德·克莱德曼,LLZT
4606,面纱原声-River Waltz,影视,MSYS_River_Waltz
4607,WALTZ op.61 no.1,肖邦-chopin,WALTZ_op_61_no_1
4608,快乐的童年,罗大佑,KLDTN
4609,从窗户旁（恭介no.1）,动漫影视,CCHP_GJno_1_
4610,柳思  钢琴独奏中国风,动漫影视,LS__GQDZZGF
4611,ROMANの前奏曲,Sound Horizon,ROMAN_QZQ
4612,g小调的巴赫,巴赫,GXDDBH
4613,Matahariku,Agnes Monica,Matahariku
4614,摇篮曲,sabrina-y,YLQ
4615,外国儿童歌曲钢琴曲集111首(076 梭罗河),未知,WGETGQGQQJ111S_076_SLH_
4616,HUNTER片头--Ohayou,动漫影视,HUNTERPT__Ohayou
4617,G调华尔兹-[吉他改编曲],吴寅飞,GDHEZ__JTGBQ_
4618,all for me ,欧美经典,All_for_me_
4619,原创 欢快舞曲,超能贝壳,YC_HKWQ
4620,孩子们的哈农琴谱完整版(基本练习（3、4、5指）-9),未知,HZMDHNQPWZB_JBLX_3_4_5Z__9_
4621,草原上（卡农版）,xyy12345,CYS_KNB_
4622,空色,动漫影视,KS
4623,玩具兵进行曲,莱昂.耶塞尔,WJBJXQ
4624,祝福,李泰祥/齐豫,ZF
4625,千年之恋,飞儿乐团,QNZL
4626,Danse Bohémienne,德彪西,Danse_Boh_mienne
4627,乘风破浪,晴天2008,CFPL
4628,Across the Bay,Brian Crain,Across_the_Bay
4629,帝国时代1罗马复兴(游戏)-X-Pack Rock,游戏,DGSD1LMFX_YX__X_Pack_Rock
4630,孩子们的舞蹈,黑键,HZMDWD
4631,勇,楊千嬅,Y
4632,夜晚看星星(全过程),刘佳,YWKXX_QGC_
4633,梦里的爱情,C和旋,MLDAQ
4634,小步舞曲流行伴奏（待修改）,巴赫-P.E.Bach,XBWQLXBZ_DXG_
4635,鸟の诗、完整版,动漫影视,N_S_WZB
4636,黑键即兴小曲,灵韵,HJJXXQ
4637,缠绵,和弦,CM
4638,去皮删除。,马克西姆-Maksim.Mrvica,QPSC_
4639,一首好听的抒情曲,未知,YSHTDSQQ
4640,A大调音阶 考级,考级曲目,ADDYJ_KJ
4641,5-琶音 - E大调属七和弦琶音 考级,考级曲目,PY___EDDSQHXPY_KJ
4642,五月(Op.575 No.2),拜厄,WY_Op_575_No_2_
4643,【HARD】月まで届け、不死の（藤原妹红）,藤原妹红,HARD_Y__J__BS__TYMH_
4644,车尔尼Op.849 _29,车尔尼,CENOp_849__29
4645,Daybreaks bell,Gundam Seed,Daybreaks_bell
4646,别说我的眼泪你无所谓,东来东往,BSWDYLNWSW
4647,恐怖组曲之吸血鬼--德古拉,ss66993300,KBZQZXXG__DGL
4648,离别,swenl,LB
4649,谷粒飞舞,孙以强,GLFW
4650,祝你好运长久,寒松,ZNHYCJ
4651,千里之外-弹唱-windtsao版,周杰伦,QLZW_DC_windtsaoB
4652,约翰.汤普森简易钢琴教程琴谱(005),约翰 . 汤普森,YH_TPSJYGQJCQP_005_
4653,情人,理查德·克莱德曼,QR
4654,Happy Together,David Nevue,Happy_Together
4655,海角七号,东来东往,HJQH
4656,Praeludium 21 BWV866,巴赫,Praeludium_21_BWV866
4657,一路平安,理查德·克莱德曼,YLPA
4658,MI,郑秀文,MI
4659,当天空之城成为废墟,游戏,DTKZCCWFX
4660,QQ连连看midi分解（总谱）,游戏,QQLLKmidiFJ_ZP_
4661,你在我心里,琳琅,NZWXL
4662,超级玛丽（04-Bonus）,超级玛丽,CJML_04_Bonus_
4663,默默无语,动漫影视,MMWY
4664,不要说谎,谢霆锋,BYSH
4665,月刊少女野崎君op,</a>,YKSNYQJop
,,,
4666,Bon Voyage（海贼OP4）,动漫影视,Bon_Voyage_HZOP4_
4667,手杖舞曲（巴托克）,巴托克,SZWQ_BTK_
4668,我要的飞翔(老鸟版),许飞,WYDFX_LNB_
4669,美丽的心情,宋祖英,MLDXQ
4670,我们的冒险 -（另一个完整版）,游戏,WMDMX___LYGWZB_
4671,Eve（Yiruma.李闰珉《P.N.O.N.I》）,Yiruma.李闰珉,Eve_Yiruma_LR__P_N_O_N_I__
4672,天堂-演奏版,光良,TT_YZB
4673,亲朋勿友,邓丽欣,QPWY
4674,不得不爱 独奏初稿,潘玮柏,BDBA_DZCG
4675,香蕉芒果高校,惠比寿麝香葡萄-{比寿マスカッツ,XJMGGX
4676,A Day with You,Amigo,A_Day_with_You
4677,小小钢琴家,李萧,XXGQJ
4678,忘记你我做不到,张学友,WJNWZBD
4679,如果当时bB调（原调）修改版,许嵩,RGDSbBD_YD_XGB
4680,金色守望,乐侠,JSSW
4681,魂斗罗（通关全谱）,未知,HDL_TGQP_
4682,蒲公英的约定-(简单修改版),周杰伦,PGYDYD__JDXGB_
4683,BBC迷你剧《神探夏洛克/新福尔摩斯》Sherlock两个主题 简易版,神探夏洛克,BBCMNJ_STXLK_XFEMS_SherlockLGZT_JYB
4684,红莲的弓矢（进击的巨人op，五分钟版）,Revo,HLDGS_JJDJRop_WFZB_
4685,可惜不是你,梁静茹,KXBSN
4686,月光（德彪西）,德彪西,YG_DBX_
4687,C大调奏鸣曲（2010上海音协七级考级曲，莫扎特）,莫扎特,CDDZMQ_2010SHYXQJKJQ_MZT_
4688,约翰.汤普森简易钢琴教程2（小汤2）_24跳舞的熊,约翰 . 汤普森,YH_TPSJYGQJC2_XT2__24TWDX
4689,I Love You Perfect- (完整版),雅尼,I_Love_You_Perfect___WZB_
4690,My heart will go on （我心永恒，钢琴演奏版）,席琳.迪翁,My_heart_will_go_on__WXYH_GQYZB_
4691,一天一点爱恋,梁朝伟,YTYDAL
4692,不能说的秘密三手联弹,周杰伦,BNSDMMSSLD
4693,failling slowly,Marketa Irglova ,Failling_slowly
4694,十年意境,动漫影视,SNYJ
4695,肖斯塔科维奇前奏曲第一册（1-12首）(肖斯塔科维奇前奏曲10-升c小调),肖斯塔科维奇,XSTKWQQZQDYC_1_12S__XSTKWQQZQ10_ScXD_
4696,You Must Love Me,莫文蔚,You_Must_Love_Me
4697,Joy（选自《December 十二月》专辑）,George Winston.乔治.温斯顿,Joy_XZ_December_SEY_ZJ_
4698,最终幻想8Blue Fields（官方版）,最终幻想,ZZHX8Blue_Fields_GFB_
4699,Green sleeves,David Nevue,Green_sleeves
4700,【Wandy】《画皮》唯美插曲,windy,Wandy__HP_WMCQ
4701,两只老虎（难版）,卫雨晨,LZLH_NB_
4702,寂寞圣诞,leeyang521,JMSD
4703,This is it,Micheal Jackson,This_is_it
4704,亲爱的，不要怕,塞外孤笛,QAD_BYP
4705,高达-遗迹Vestige-テu→Q灰飞,游戏,GD_YJVestige__u_QHF
4706,回心转意,黑龙,HXZY
4707,爱上你是一个错,杨培安,ASNSYGC
4708,一个关于我的笑话,血腥残阳,YGGYWDXH
4709,孩子们的哈农琴谱完整版（基本练习3、5指）,未知,HZMDHNQPWZB_JBLX3_5Z_
4710,中国风-《凌霄城别离》【古筝、琵琶、曲笛、弦乐】,peterkingily,ZGF__LXCBL__G__PP_QD_XL_
4711,面纱原声-A La Claire Fontaiine,影视,MSYS_A_La_Claire_Fontaiine
4712,我和你-tianqi920131版,刘欢,WHN_tianqi920131B
4713,找我（演奏版）,梁汉文,ZW_YZB_
4714,新疆小调,902chang,XJXD
4715,C大调奏鸣曲（三）,布列瓦尔,CDDZMQ_S_
4716,斗琴一（改编版）,周杰伦,DQY_GBB_
